Haskon&comma; Inc. - Crystal Packing Division,2218 S. Division Ave.,1970-1979,"28.51678390291872, -81.38494743223048"
Logue Tire Company,527 W. Grant St.,1970-1979,"28.51675520292135, -81.38572226106548"
Owens-Corning Fiberglass,541-543 W. Grant St.,1970-1979,"28.516726057306688, -81.38620021873557"
Howard&comma; Neeles&comma; Tammen & Bergendorff,420 W. Grant,1970-1979,"28.516378248513846, -81.38319173223043"
Hill Truck Rentals&comma; Inc.,2301 S. Division Ave.,1970-1979,"28.516240157437327, -81.38434533223048"
International Harvester Co.,2300 S. Division Ave.,1970-1979,"28.516089002981413, -81.38536053223046"
Pancake House Syrups,372 W. Grant St.,1970-1979,"28.515998830245465, -81.38227000339543"
Pepsi-Cola Seven-Up Bottling Co. of Orlando,2841 S. Division Ave.,1970-1979,"28.51419097573536, -81.38457540339546"
First Federal Savings & Loan,2750 W. Colonial Dr.,1970-1979,"28.55243452370722, -81.41332463222952"
W.M. Sanderlin Corp.,1344 W. Colonial Dr.,1970-1979,"28.55269311046852, -81.3993228646944"
Acousti Engineering Co.,360 W. Grant St.,1970-1979,"28.516291602963012, -81.3821502610655"
K-Mart Store No. 4357,2155 W. Colonial Dr.,1970-1979,"28.55481449949602, -81.40933010154919"
Orange Buick Co.,3883 W. Colonial Dr.,1970-1979,"28.553651923488623, -81.42593463222947"
Collier Auto Sales,2150 W. Colonial Dr.,1970-1979,"28.55230309972212, -81.4097067187347"
Gem Chemical Co.,437 W. Central Blvd.,1970-1979,"28.542330025521185, -81.3847166898999"
WFTV-Channel Nine of Orlando,639 W. Central Blvd.,1970-1979,"28.54223675081573, -81.38832236296513"
Fann Emblems & Uniforms,1415 W. Central Blvd.,1970-1979,"28.542169300638072, -81.4001758764595"
Hawthorne Funeral Home,52 W. Gore St.,1970-1979,"28.530815027587597, -81.37837523223"
North American Transmission,2119 W. Central Blvd.,1970-1979,"28.542234400632267, -81.40834450529474"
Moore Industrial Tooling Company,1348 W. Central Blvd.,1970-1979,"28.54185742560956, -81.39901613412997"
Corbett Motor Supply&comma; Inc.,1107 W. Church St.,1970-1979,"28.540461781396992, -81.39453990094756"
Central Florida School Supply&comma; Inc.,1331 W. Church St.,1970-1979,"28.54029704409545, -81.39852079420011"
Florida Electric Motor Service,1128 Atlanta Ave.,1970-1979,"28.528109375727766, -81.38380370339513"
National Linen Service,1213 S. Division Ave.,1970-1979,"28.52745747572798, -81.38405803223017"
Hagood Brothers&comma; Inc. (marine equipment & supplies),1121 W. Church St.,1970-1979,"28.540407906466314, -81.39498549420011"
McNamara Pontiac,1010 W. Colonial Dr.,1970-1979,"28.552678798482205, -81.39406580027686"
C&M Core Distributors Inc.,1227 W. Jefferson St.,1970-1979,"28.545104151067246, -81.39645446106476"
Reedy Carpet Co.,821 W. Colonial Dr.,1970-1979,"28.553304793928547, -81.39143540094746"
Greyhound Lines East,300 W. Amelia St.,1970-1979,"28.549422348518807, -81.38306136296481"
Tamiami Trailways Bus System,30 N. Hughey Ave.,1970-1979,"28.54259980059582, -81.38330283222986"
D.J. Powell Agency&comma; Inc.,2115 W. Central Blvd.,1970-1979,"28.5422475006311, -81.40821566296513"
City Cab Company,324 W. Gore St.,1970-1979,"28.530794442000047, -81.3835208002769"
Lakeshore Lodge,27 W. Columbia St.,1970-1979,"28.52822112805294, -81.37796310339513"
Rogers Engineering & Construction Co.&comma; Inc.,1715 S. Division Ave.,1970-1979,"28.522500529079288, -81.38449216106532"
Industrial Supply Corp. of Orlando&comma; Inc.,2201 S. Division Ave.,1970-1979,"28.517314402871165, -81.38447666106543"
R.C. Hills Sports & New Car Trade-Ins,3411 W. Colonial Dr.,1970-1979,"28.553037806799527, -81.41898596717823"
Howard Johnson's Motor Lodge & Restaurant,2014 W. Colonial Dr.,1970-1979,"28.55213929147022, -81.4064567745595"
Consolidated Electric Supply,523 N. Garland Ave.,1970-1979,"28.5506201481931, -81.38158113222954"
Lighting Center of Mid-Florida,311 W. Central Blvd.,1970-1979,"28.542095830715382, -81.38303246721037"
Yellow Cab Company,324 W. Gore St.,1970-1979,"28.530794442000047, -81.3835208002769"
Commercial Metals Co.,317 W. Kaley Ave.,1970-1979,"28.52062687573183, -81.38245583223035"
Commercial Iron & Metals&comma; Inc.,415 W. Kaley St.,1970-1979,"28.520509375731887, -81.3837982033953"
Bob's Auto Glass & Supply Co.&comma; Inc.,535 W. Central Blvd.,1970-1979,"28.542539400604802, -81.38654546296513"
Orlando Motor Parts&comma; Inc.,1207 W. Central Blvd.,1970-1979,"28.54232795082389, -81.39605716296512"
Central Florida Lincoln,2055 W. Colonial Dr.,1970-1979,"28.553384075713794, -81.40706200339453"
Pizza Hut,810 W. Colonial Dr.,1970-1979,"28.552776993928596, -81.391389065365"
Montgomery Ward,2500 W. Colonial Dr.,1970-1979,"28.551695823839886, -81.4118991898996"
Mrs. Virginia Y. Thomas (beauty shop),524 N. Hughey Ave.,1970-1979,"28.549985812107483, -81.3831785"
Fremacs (clothing),3203 W. Colonial Dr.,1970-1979,"28.555223865169875, -81.41518635861752"
Allied Fence USA Inc.,3205b W. Colonial Dr.,1970-1979,"28.555207329550406, -81.41542249419999"
Professional Real Estate Management Inc.,3205b W. Colonial Dr.,1970-1979,"28.555207329550406, -81.41542249419999"
Sweetheart Flowers,3205c W. Colonial Dr.,1970-1979,"28.555207329550406, -81.41542249419999"
National Fabrics,3209 W. Colonial Dr.,1970-1979,"28.555204617676363, -81.41580410094751"
Libert Loan Corp. of Orlando,3103 W. Colonial Dr.,1970-1979,"28.554931147033287, -81.41524566106447"
American Business Schools,3219 W. Colonial Dr.,1970-1979,"28.554912718370932, -81.41626813407478"
Snider's Bible Book & Gift Store,3101 W. Colonial Dr.,1970-1979,"28.554910476226443, -81.41497975767008"
Bahama House (furniture dealer),3109 W. Colonial Dr.,1970-1979,"28.554205004205755, -81.4162254666004"
Stanley Bellows p TV Town Inc.,3105 W. Colonial Dr.,1970-1979,"28.55417342803525, -81.41586093222946"
J. M. Fields (department store),3201 W. Colonial Dr.,1970-1979,"28.554008133354397, -81.41588839906437"
Pantry Pride,3201 W. Colonial Dr.,1970-1979,"28.554008133354397, -81.41588839906437"
General Finance Corporation,2123 W. Colonial Dr.,1970-1979,"28.55392564730377, -81.4077376033945"
Forget Me Not Shop,2115 W. Colonial Dr.,1970-1979,"28.553783675713603, -81.40761456106452"
Carvel Ice Cream Store No 993,2117 W. Colonial Dr.,1970-1979,"28.55378187571369, -81.40774333222949"
Puppy House,2113 W. Colonial Dr.,1970-1979,"28.553712023477814, -81.40760383222954"
Textile Outlet,2111 W. Colonial Dr.,1970-1979,"28.553693171252316, -81.40774048989957"
Haney Chevrolet Inc.,3707 W. Colonial Dr.,1970-1979,"28.553689195140578, -81.42465756106456"
Hancock's Antiques,715 N. Garland Ave.,1970-1979,"28.55359567571352, -81.38128743222961"
Cath Cain Hospitality Advertising,325 W. Colonial Dr. apt 401,1970-1979,"28.553544184830074, -81.38409461775888"
The Halo Hairstyles for Men,2109 W. Colonial Dr.,1970-1979,"28.553524551816004, -81.40774713222956"
Steak 'n' Shake,2355 W. Colonial Dr.,1970-1979,"28.5534529474309, -81.4104418322295"
Parkwood Plaza Texaco Service,3001 W. Colonial Dr.,1970-1979,"28.553384071362924, -81.41461260339453"
Wm. H. Richardson (real estate),919 W. Colonial Dr.,1970-1979,"28.553371610438163, -81.39248138248561"
Malcolm E. Hawley (dentist),707 W. Colonial Dr.,1970-1979,"28.55335589392857, -81.38924590094747"
Arthur Teacher's Fish & Chips,2107 W. Colonial Dr.,1970-1979,"28.55335517571388, -81.40764678989962"
E & S Service (gasoline station),2615 W. Colonial Dr.,1970-1979,"28.553329475713923, -81.41326871873461"
Modern Bridal & Formal Shop,2141 W. Colonial Dr.,1970-1979,"28.5533166235487, -81.40766207455948"
Lum's (restaurant),2413 W. Colonial Dr.,1970-1979,"28.553297075713854, -81.41169320339445"
Nyematic Dictation Systems Inc.,513 W. Colonial Dr.,1970-1979,"28.553281142502236, -81.38689590027688"
Brinkmon-Montgomery (insurance agent),513 W. Colonial Dr. #1,1970-1979,"28.553281142502236, -81.38689590027688"
Advanced Business Products,513 W. Colonial Dr. #2,1970-1979,"28.553281142502236, -81.38689590027688"
Automatic Fasteners,513 W. Colonial Dr. #3,1970-1979,"28.553281142502236, -81.38689590027688"
Gerald J. Wemmer (architect),513 W. Colonial Dr. #7,1970-1979,"28.553281142502236, -81.38689590027688"
Integrity National Life Insurance Co.,717 W. Colonial Dr.,1970-1979,"28.553277953731495, -81.38961020094749"
Dale Carnegie Courses (customer relations courses),1365 W. Colonial Dr.,1970-1979,"28.553276878383105, -81.39973366469441"
P P G Indus (paint),3899 W. Colonial Dr.,1970-1979,"28.553276303957045, -81.42717943222944"
Florida Convoy Inc.,1341 W. Colonial Dr.,1970-1979,"28.553263954462533, -81.39926771806809"
Joe Usher Insurance Agency,429 W. Colonial Dr.,1970-1979,"28.55325916642374, -81.38582856469438"
Eva Hender (physicians and surgeons),429 W. Colonial Dr.,1970-1979,"28.55325916642374, -81.38582856469438"
Robt S Hender (physicians and surgeons),429 W. Colonial Dr.,1970-1979,"28.55325916642374, -81.38582856469438"
Page's Restaurant,1115 W. Colonial Dr.,1970-1979,"28.553258410443217, -81.39497744690314"
Prestige Employment,1017 W. Colonial Dr.,1970-1979,"28.553252386521045, -81.39415254690317"
Parkwood Plaza Beauty Salon,3221 W. Colonial Dr.,1970-1979,"28.553249361429916, -81.41712648194061"
Bourne Realty,617 W. Colonial Dr.,1970-1979,"28.553232654463283, -81.38855198248561"
Sims Groves Inc.,1333 W. Colonial Dr.,1970-1979,"28.553231186520097, -81.39876130027686"
African Violets By Suzy,741 W. Colonial Dr.,1970-1979,"28.553227505891005, -81.39056770094746"
C & R Standard Service (gasoline station),3501 W. Colonial Dr.,1970-1979,"28.553222023565844, -81.42035873222949"
McAllister-Barker Associates Inc. (advertising),1325 W. Colonial Dr.,1970-1979,"28.55320859392853, -81.39838360094751"
Mid-South Mortgage Co.,1325 W. Colonial Dr.,1970-1979,"28.55320859392853, -81.39838360094751"
E. Toy Chester (realtor),1325 W. Colonial Dr. Rm. 201,1970-1979,"28.55320859392853, -81.39838360094751"
John Hancock Mutual Life Insurance Co.,1325 W. Colonial Dr. Rm. 203,1970-1979,"28.55320859392853, -81.39838360094751"
Geo. A. Martin (realtor),1325 W. Colonial Dr. Rm. 205,1970-1979,"28.55320859392853, -81.39838360094751"
Hartman Transfer Co.,1325 W. Colonial Dr. Rm. 207,1970-1979,"28.55320859392853, -81.39838360094751"
Wig Villa,3123 W. Colonial Dr.,1970-1979,"28.553208241788788, -81.41737984641405"
Hill's Kawasaki of Orlando,1011 W. Colonial Dr.,1970-1979,"28.553205822409183, -81.39394808248562"
Universal Sports & Trophies,1015 W. Colonial Dr.,1970-1979,"28.553203154463894, -81.39406900027689"
Walgreen's Drug Store,3117 W. Colonial Dr.,1970-1979,"28.55319911786121, -81.41667625864147"
Standard Oil Co. Service Station,1001 W. Colonial Dr.,1970-1979,"28.553198942500416, -81.39379118248563"
House & Homes Ltd.,1301 W. Colonial Dr.,1970-1979,"28.553191417856848, -81.39775036536501"
Wm. J. Goodman (realtor),1301 W. Colonial Dr.,1970-1979,"28.553191417856848, -81.39775036536501"
Western Way Shell,2001 W. Colonial Dr.,1970-1979,"28.553185846038314, -81.40592105126032"
Blough's Locksmith Service,705 W. Colonial Dr.,1970-1979,"28.553184805501044, -81.3891551911753"
Ball O' Yarn,3119 W. Colonial Dr.,1970-1979,"28.553180170005568, -81.41716112738331"
Theo H Farr Jr (insurance agent),703 W. Colonial Dr.,1970-1979,"28.55317516667627, -81.38908218150362"
Commercial Credit Corp.,1321 W. Colonial Dr.,1970-1979,"28.553157417859897, -81.39794479420007"
Top & Bottoms (clothing),2119 W. Colonial Dr.,1970-1979,"28.55315401506805, -81.40799201873463"
Benj. T. Shuman (attorney),1319 W. Colonial Dr.,1970-1979,"28.55315310589431, -81.39792499420003"
Joanne Tate's Dressmaking,3111 W. Colonial Dr.,1970-1979,"28.553152398214174, -81.4163696377654"
Independent Life & Accident Insurance Co.,1323 W. Colonial Dr.,1970-1979,"28.553152305894454, -81.39796449420002"
Party Time,3115 W. Colonial Dr.,1970-1979,"28.553114502482302, -81.41640596660045"
House of Koscot Beautique,2125 W. Colonial Dr.,1970-1979,"28.553107195401374, -81.40812283222958"
Regal Business Service,3325 W. Colonial Dr.,1970-1979,"28.55304345887949, -81.41767079359018"
Breslin Detective Agency,3325 W. Colonial Dr.,1970-1979,"28.55304345887949, -81.41767079359018"
Florida Merchant Police Rear (detective agency),3325 W. Colonial Dr.,1970-1979,"28.55304345887949, -81.41767079359018"
Colonial Hearing Aide Center,3325 W. Colonial Dr.,1970-1979,"28.55304345887949, -81.41767079359018"
Koin Klean Laundry,3225 W. Colonial Dr.,1970-1979,"28.553013563100016, -81.41692677640475"
 Ida Mae Kittinger (real estate) ,742 W. Colonial Dr.,1970-1979,"28.552948538274105, -81.39062573652997"
World Tire Corp. of Orlando,62 W. Colonial Dr.,1970-1979,"28.55290319966821, -81.38065448989964"
A B C Drive-In Liquor Store,320 W. Colonial Dr.,1970-1979,"28.55286817571409, -81.38404918989961"
Johnny Bremer's Pizza,912 W. Colonial Dr.,1970-1979,"28.552856705907672, -81.39233279420003"
Zander Realty,716 W. Colonial Dr.,1970-1979,"28.55285439392861, -81.38956059420005"
Pro-Ready Golf Shop Inc.,318 W. Colonial Dr.,1970-1979,"28.552833975714066, -81.38403518989959"
A-Aaron Closer Key Lock & Safe Service,750 W. Colonial Dr.,1970-1979,"28.552833153831152, -81.39070478745263"
Dobbs House (restaurant),900 W. Colonial Dr.,1970-1979,"28.55282870590891, -81.39176036536503"
Soni Bronzing Co. (plating),738 W. Colonial Dr.,1970-1979,"28.552824329870592, -81.39048180094748"
Duffy & Keltz (consultants),644 W. Colonial Dr.,1970-1979,"28.55279709848218, -81.38862426469439"
Hobbs-Thompson Inc. (insurance),812 W. Colonial Dr.,1970-1979,"28.552783181946523, -81.39157149420008"
Thompson's Antiques,814 W. Colonial Dr.,1970-1979,"28.552782105910982, -81.39140402978254"
Pickett Printing Co.,322 W. Colonial Dr.,1970-1979,"28.55277629967961, -81.38408686106455"
Holiday Realty,916 W. Colonial Dr.,1970-1979,"28.552739822450878, -81.39246546653966"
Yamaha Sportcycle Center,110 W. Colonial Dr.,1970-1979,"28.55271554762921, -81.38132381873461"
Curtis & O'Neal Co. Inc. (insurance agent),1344 W. Colonial Dr.,1970-1979,"28.55269311046852, -81.3993228646944"
Luigi's Restaurant,600 W. Colonial Dr.,1970-1979,"28.55269154248908, -81.38818107144184"
Randaldi'e Enco (gasoline station),932 W. Colonial Dr.,1970-1979,"28.55269084248907, -81.39269028248563"
Hungry Bear (restaurant),924 W. Colonial Dr.,1970-1979,"28.55267284248867, -81.39263168248561"
James F. Casale Jr. (bookkeeping),646 W. Colonial Dr.,1970-1979,"28.55266041047001, -81.38876678248563"
United Farm Agency Inc.,1316 W. Colonial Dr.,1970-1979,"28.55265291790514, -81.39834902978252"
Bill's Colonial Gulf (gasoline station),1000 W. Colonial Dr.,1970-1979,"28.552645066465, -81.39373368248562"
National Insurance Agency,1350 W. Colonial Dr.,1970-1979,"28.5526420784541, -81.3996556646944"
Knowles Realty,1306 W. Colonial Dr.,1970-1979,"28.55263392989624, -81.39777652978252"
Fred G. Owles Jr. (architect),1810 W. Colonial Dr.,1970-1979,"28.552616485036516, -81.40411217889444"
Wm. I. Murrell Jr. (lawyer),1904 W. Colonial Dr.,1970-1979,"28.552610199694605, -81.40501696106458"
Metropolitan Life Insurance Co.,1332 W. Colonial Dr.,1970-1979,"28.552600143437296, -81.3988366856033"
Kerco Inc. (fruit dealer),1700 W. Colonial Dr.,1970-1979,"28.552596519034864, -81.402865500386"
Wm. H. Smith (realtor),1710 W. Colonial Dr.,1970-1979,"28.55259537571428, -81.40315998989965"
League of Women Voters of Florida (ORG),1310 W. Colonial Dr.,1970-1979,"28.552564729905484, -81.39815236536502"
West Colonial 66 Service Center,3136 W. Colonial Dr.,1970-1979,"28.552472047694867, -81.41490853222952"
B P Palm's Service Center,2010 W. Colonial Dr.,1970-1979,"28.552470947695173, -81.4060689033945"
Decker's Coin Shop,2134 W. Colonial Dr.,1970-1979,"28.55242722370844, -81.40908561873465"
National Standard Life Insurance Co.,2128 W. Colonial Dr.,1970-1979,"28.552408023711962, -81.40881546106462"
Johnson's Gulf Service,2800 W. Colonial Dr.,1970-1979,"28.552401309096336, -81.4143291212243"
Fabrific (dry goods),2122 W. Colonial Dr.,1970-1979,"28.5523334477321, -81.40855916106463"
Louis W. Arnett (dentist),2130 W. Colonial Dr.,1970-1979,"28.552279223735088, -81.40894551873473"
Tommy's (auto paint and body shop),3420 W. Colonial Dr.,1970-1979,"28.55206694780385, -81.41856376106456"
Transport Refrigeration,3420 W. Colonial Dr.,1970-1979,"28.55206694780385, -81.41856376106456"
B & B Diesel Service,3420 W. Colonial Dr.,1970-1979,"28.55206694780385, -81.41856376106456"
Cook's Barber Shop,3496 W. Colonial Dr.,1970-1979,"28.552062295869717, -81.4199277322296"
Barber Truck Brokerage Co. Rear,3496 W. Colonial Dr.,1970-1979,"28.552062295869717, -81.4199277322296"
Body English Inc. (sportswear),3200 W. Colonial Dr.,1970-1979,"28.55201849974788, -81.41527640339449"
Imperial Florida Oil Co.,3780 W. Colonial Dr.,1970-1979,"28.551737627600385, -81.42468156106453"
B & M Printing & Letter Shop Inc.,612 N. Hughey,1970-1979,"28.55135664799845, -81.38318760529432"
Orlando Uniform & Dust-Tex,49 W. Concord St.,1970-1979,"28.551208988992613, -81.38000135005959"
Imbler Apartments,623 W. Concord St.,1970-1979,"28.551186455945224, -81.38809330119723"
Mrs. Hattie R. Howard (beauty salon),816 W. Concord St.,1970-1979,"28.550890103317485, -81.39182600339454"
Kissam Super Concrete Inc.,532 Hames Ave.,1970-1979,"28.550808893928934, -81.3963296009475"
Greek Orthodox Holy trinity Church,514 W. Concord St.,1970-1979,"28.550793782602817, -81.38620333222957"
Family Finance Service Inc.,2552 W. Colonial Dr.,1970-1979,"28.55077099986018, -81.41318753222963"
Conklin Public Elations,120 W. Concord St.,1970-1979,"28.55074726139323, -81.38142595005974"
Food World,2550 W. Colonial Dr.,1970-1979,"28.550628975715266, -81.4123010322296"
Pollock's Florist,301 W. Amelia St.,1970-1979,"28.55042939989442, -81.38384670529436"
Eola Battery Co.,519 N. Garland Ave.,1970-1979,"28.5503726240774, -81.38154946106461"
Conner Brothers,530 Hames Ave.,1970-1979,"28.550359893928967, -81.39627532978254"
Farmers Wholesale Produce Market,530 Hames Ave.,1970-1979,"28.550359893928967, -81.39627532978254"
Richards Farms Inc.,530 Hames Ave.,1970-1979,"28.550359893928967, -81.39627532978254"
E C Russell's Produce,530 Hames Ave.,1970-1979,"28.550359893928967, -81.39627532978254"
Louisville & Nashville Railroad Co.,1045 W. Amelia St.,1970-1979,"28.54987497571572, -81.39509276106465"
Scotty's Home Builders Inc.,63 W. Amelia St.,1970-1979,"28.54986897571921, -81.38061166296482"
Lucerne Rebekah No. 36,501 W. Amelia Ave.,1970-1979,"28.549656048455944, -81.38563514947047"
Cosby-Hodges Milling Co.,501 Hames Ave.,1970-1979,"28.54964070817244, -81.39568768756132"
Budget Office Furniture Co. Inc.,100 W. Amelia St.,1970-1979,"28.549265412139356, -81.38106248650732"
Sechrest Carpet Service,924 W. Amelia St.,1970-1979,"28.549210800004243, -81.39239746296478"
P & H Automotive Warehouse Inc.,740 W. Amelia St.,1970-1979,"28.549060724316522, -81.3910079206352"
V E Anderson Mfg Co. (glass dealer),918 W. Amelia St.,1970-1979,"28.549045575719703, -81.39182406296483"
American Furniture Rentals,1216 W. Amelia St.,1970-1979,"28.548958572949736, -81.39582964756977"
Heintzelman's Ford Trucks,411 N. Garland Ave.,1970-1979,"28.548388751359344, -81.38147776106464"
Allen Drug Co.,411 Hames Ave.,1970-1979,"28.54789424892644, -81.39611753222975"
Orlando Lawn Bowling Club,420 N. Hughey Ave.,1970-1979,"28.54787542452924, -81.38314663412964"
Thos. Starling Sunshine Park,400 N. Hughey Ave.,1970-1979,"28.547532124590866, -81.38297666296492"
