Florida Network&comma; Inc. (broadcasting stations-radio),3500 W. Colonial Dr.,1980-1989,"28.55209242376859, -81.42042030339452"
John Lamb Honda,4000 W. Colonial Dr.,1980-1989,"28.552028117961132, -81.42903039420011"
Quality Inn West,3330 W. Colonial Dr.,1980-1989,"28.551538123868287, -81.41755320339449"
Congressman Bill Nelson,80 N. Hughey St.,1980-1989,"28.543441200520103, -81.38321217455967"
The Design Arts Group&comma; Inc.,135 W. Central Blvd. #400,1980-1989,"28.542350706379146, -81.38140932978257"
Execulines of Florida&comma; Inc. (telegraph companies),135 W. Central Blvd. #1050,1980-1989,"28.542350706379146, -81.38140932978257"
Shearson Lehman Brothers/American Express&comma; Inc.,135 W. Central Blvd. #1210,1980-1989,"28.542350706379146, -81.38140932978257"
The Metro Orlando Urban League,1206 W. Central Blvd.,1980-1989,"28.541879400664246, -81.39589682063554"
Pro Chemical Products&comma; Inc.,1340 W. Central Blvd.,1980-1989,"28.541692150767403, -81.39897850529472"
BoCon Corp. of Orlando,1600 W. Church St.,1980-1989,"28.539761250592115, -81.40300663222983"
Attorneys' Title Insurance Fund,32 W. Gore St.,1980-1989,"28.530904875726208, -81.3776189610651"
Strictly Business,1512 W. Gore St.,1980-1989,"28.53089410689323, -81.4010513009476"
A & F Auto Paint & Body&comma; Inc.,1321 Grand St.,1980-1989,"28.52673754943444, -81.39799666106526"
Adair Pools&comma; Inc.,528 W. Conroy St.,1980-1989,"28.524417474667423, -81.38573973432928"
Aurora Cellulose Corporation,2113 S. Division Ave.,1980-1989,"28.517810921549614, -81.38442646106546"
Palmer Paper Company,531 W. Grant St.,1980-1989,"28.516868684448408, -81.38582221873553"
Jones Architects & Engineers&comma; Inc.,425 W. Colonial Dr. #202,1980-1989,"28.553428454458874, -81.38580366469438"
Gouchenour Advertising,1221 W. Colonial Dr. Suite 300,1980-1989,"28.553347823104456, -81.39618657277045"
Consumer's Buying Service,1025 W. Colonial Dr.,1980-1989,"28.55324627838654, -81.39452162911189"
Orlando Ice Skating Palace,3123 W. Colonial Dr.,1980-1989,"28.553208241788788, -81.41737984641405"
Waterline Products&comma; Inc.,26 W. Colonial Dr.,1980-1989,"28.552942005903834, -81.37980536536499"
Richard Sibley Associates&comma; Inc. (advertising),1814 W. Colonial Dr.,1980-1989,"28.552542947675736, -81.4043515033945"
American Pioneer Savings Bank West Colonial Office,3500 W. Colonial Dr.,1980-1989,"28.55209242376859, -81.42042030339452"
Rodeway Inn,3200 W. Colonial Dr.,1980-1989,"28.55201849974788, -81.41527640339449"
Englander Toyota,3800 W. Colonial Dr.,1980-1989,"28.55190965167252, -81.42600970339447"
Premier Motorcars,501 N. Garland Ave.,1980-1989,"28.550013924141695, -81.38152416106466"
U.S. Army Recruiting Co.,80 N. Hughey St. Suite 407,1980-1989,"28.543441200520103, -81.38321217455967"
Cherry&comma; Bekaert & Holland,135 W. Central Blvd. #300,1980-1989,"28.542350706379146, -81.38140932978257"
TelaMarketing Communications of Orlando,135 W. Central Blvd. #430,1980-1989,"28.542350706379146, -81.38140932978257"
Kelly Services,135 W. Central Blvd. #640,1980-1989,"28.542350706379146, -81.38140932978257"
The Advertising Works,135 W. Central Blvd. #660,1980-1989,"28.542350706379146, -81.38140932978257"
Arfken & Elliott (attorneys),135 W. Central Blvd. #820,1980-1989,"28.542350706379146, -81.38140932978257"
Py-Vavra Development&comma; Inc.,135 W. Central Blvd. #1000,1980-1989,"28.542350706379146, -81.38140932978257"
Swann&comma; Haddock&comma; Cobb & Cole&comma; P.A.,135 W. Central Blvd. #1100,1980-1989,"28.542350706379146, -81.38140932978257"
ARA/Encore Service Systems&comma; Inc.,2111 W. Central Blvd.,1980-1989,"28.542055200648388, -81.40812806296516"
Chapman and Castello Advertising Incorporated,116 America St.,1980-1989,"28.533838227045212, -81.38074363222995"
Gelco Truck Leasing,1477 W. Gore St.,1980-1989,"28.53128420687566, -81.40060856536512"
Mears Motor Livery Corporation,426 W. Gore,1980-1989,"28.530805911448386, -81.38445934690317"
Thee Door (drug abuse programs),100 W. Columbia St.,1980-1989,"28.527664054366806, -81.38065768990026"
Wilkerson Mohler Company,1814 S. Division Ave.,1980-1989,"28.521312775731488, -81.38509220339527"
Don Mealey Chevrolet&comma; Inc.,3707 W. Colonial Dr.,1980-1989,"28.553689195140578, -81.42465756106456"
Salvation Army Adult Rehabilitation Center,3955 W. Colonial Dr.,1980-1989,"28.553641075713642, -81.42761293222955"
Sun State Ford&comma; Inc.,3535 W. Colonial Dr.,1980-1989,"28.553566399608258, -81.42209473222952"
Paul Curtis Realty&comma; Inc.,425 W. Colonial Dr. #201,1980-1989,"28.553428454458874, -81.38580366469438"
Check Express&comma; Inc.,2137 W. Colonial Dr.,1980-1989,"28.553396047446345, -81.40862066106452"
American Cancer Society&comma; Orlando Metro Unit,1703 W. Colonial Dr.,1980-1989,"28.553253883833978, -81.40288260119722"
Central Florida Women's Health Organization&comma; Inc.,1700 W. Colonial Dr.,1980-1989,"28.552596519034864, -81.402865500386"
Reedy Carpet Company,2138 W. Colonial Dr.,1980-1989,"28.552267599725354, -81.40922460339455"
Comfort Inn West,3956 W. Colonial Dr.,1980-1989,"28.551654317994686, -81.42810763652997"
Orlando Vocational Technical Center,301 W. Amelia St.,1980-1989,"28.55042939989442, -81.38384670529436"
Central Paint & Body Supplies,1407 W. Central Blvd.,1980-1989,"28.542356000621336, -81.39980306296515"
The First Bankers of Orange County&comma; N.A.,135 W. Central Blvd.,1980-1989,"28.542350706379146, -81.38140932978257"
Action Center Moving & Storage&comma; Inc.,617 W. Central Blvd.,1980-1989,"28.542292850820704, -81.38768953412993"
Counterforce Electronic Security&comma; Inc.,1331 W. Central Blvd.,1980-1989,"28.542270700628972, -81.39859786296513"
Rosie O-Gradys of Orlando&comma; Inc.,129 W. Church St.,1980-1989,"28.54044148594837, -81.3814848002769"
La Berge Printers&comma; Inc.,1328 W. Church St.,1980-1989,"28.53989443160793, -81.39850956536507"
Hydraulic House&comma; Inc.,1342 W. Church St.,1980-1989,"28.53977041905967, -81.39903119420012"
Merton Restaurant Rquipment Co.&comma; Inc.,207 W. Gore St.,1980-1989,"28.53149954567052, -81.38131806536515"
FLM Building Products&comma; Inc.,850 S. Hughey Ave.,1980-1989,"28.531396249851962, -81.38296430529518"
Florida Graphics&comma; Inc.,1017 S. Division Ave.,1980-1989,"28.52945637572701, -81.38442818990019"
Vue-Com&comma; Inc. (video communications),1126 S. Division Ave.,1980-1989,"28.52765134951559, -81.3849594322301"
Paper Stock Dealers&comma; Inc.,1417 Atlanta Ave.,1980-1989,"28.524649628693645, -81.38249386106533"
World of Independence&comma; Inc.,1800 S. Division Ave.,1980-1989,"28.521822448997618, -81.38510288990035"
The Strip Shoppe&comma; Inc. ,1815 S. Division Ave.,1980-1989,"28.521435248963066, -81.38434056106536"
Orlando Tour Lines,2301 S. Division Ave.,1980-1989,"28.516240157437327, -81.38434533223048"
Hinely Air Products&comma; Inc.,2601 S. Division Ave.,1980-1989,"28.51533650304906, -81.38419030339541"
Cassandra Agency (modeling),513 W. Colonial Dr. #6,1980-1989,"28.553281142502236, -81.38689590027688"
Harmon Glass/Bob's Glass,535 W. Central Blvd.,1980-1989,"28.542539400604802, -81.38654546296513"
Carbonic Industries&comma; Corp.,1610 S. Division Ave.,1980-1989,"28.523207975730354, -81.38501703223035"
House of Threads&comma; Inc.,2101 S. Division Ave.,1980-1989,"28.518232902788473, -81.38420103223042"
Let's Travel,734 W. Colonial Dr.,1980-1989,"28.552803905910107, -81.39030473652993"
Colonial Auto Body&comma; Inc.,909 W. Amelia St.,1980-1989,"28.549848072634344, -81.39268212063523"
Right Hand Man&comma; Inc.,1000 W. Amelia St.,1980-1989,"28.549149575719632, -81.39353426296483"
Bo Laws Automotive,1015 W. Church St.,1980-1989,"28.540381943649923, -81.39380891190096"
Frontline Outreach,3000 W. Carter St.,1980-1989,"28.53383696387204, -81.40240530418787"
Apartment Watch and Business Watch Programs/ Crimeline/ Drug Abuse Resistance Education (DARE)/ Housing Authority Crime Prevention Program,100 S. Hughey Ave.,1980-1989,"28.541219975723635, -81.38343540339476"
Guardian Care Development Convalescent Center,2500 W. Church St.,1980-1989,"28.539500461879324, -81.41475016637142"
Graybar Elecrtic,2400 S. Division Ave.,1980-1989,"28.5154019211202, -81.3854657610655"
Ferguson Plumbing Supply,1510 W. Church St.,1980-1989,"28.539765725981393, -81.40103463222985"
County Express Corp.,837 N. Garland Ave.,1980-1989,"28.55611882304559, -81.38076773222949"
Tracy Dent Enterprises (advertising),837 N. Garland Ave.,1980-1989,"28.55611882304559, -81.38076773222949"
Florida League of Financial Institution,825 N. Garland Ave. Ste. 300,1980-1989,"28.55575655201485, -81.38088673222948"
Danis Properties (real estate),817 N. Garland Ave.,1980-1989,"28.55561278914697, -81.3811361610645"
Danis-Shook (real estate),817 N. Garland Ave.,1980-1989,"28.55561278914697, -81.3811361610645"
Something Slightly Different,3101 1/2 W. Colonial Dr.,1980-1989,"28.554910476226443, -81.41497975767008"
Wm H Baker (investment securities),749 N. Garland Ave. Rm. 1,1980-1989,"28.55451982333275, -81.3812107322295"
Living Well Lady,2153 W. Colonial Dr.,1980-1989,"28.554375199535635, -81.40780216106451"
Pearl City Restaurant & Lounge,3125 W. Colonial Dr.,1980-1989,"28.554351375713388, -81.4170223322295"
Bible Museum,3109 W. Colonial Dr.,1980-1989,"28.554205004205755, -81.4162254666004"
Party Time of Florida Inc.,3105 W. Colonial Dr.,1980-1989,"28.55417342803525, -81.41586093222946"
Paul J Ford & Co (engineers),731 N. Garland Ave. Rm. 101,1980-1989,"28.554147271089303, -81.38111150339452"
Metropolitan Life Insurance Co.,731 N. Garland Ave. Rm. 300,1980-1989,"28.554147271089303, -81.38111150339452"
Alamo Pawn Shop,2135 W. Colonial Dr.,1980-1989,"28.554016175713542, -81.40775193222946"
Table Supply,3201 W. Colonial Dr.,1980-1989,"28.554008133354397, -81.41588839906437"
Tropic Beauty Supply,2123 W. Colonial Dr.,1980-1989,"28.55392564730377, -81.4077376033945"
First American Bank of Orange County,105 W. Colonial Dr.,1980-1989,"28.553607971282695, -81.38142136106457"
Snelling Temporaries,51 W. Colonial Dr.,1980-1989,"28.5534466952494, -81.38023969174492"
Sav-More Discount Furniture,39 W. Colonial Dr.,1980-1989,"28.55342934743733, -81.38004847455944"
Michael Price (lawyer),425 W. Colonial Dr. #102,1980-1989,"28.553428454458874, -81.38580366469438"
Harper Edmunds & Durant (financial services),425 W. Colonial Dr. #103,1980-1989,"28.553428454458874, -81.38580366469438"
Southern Home Builders Inc.,425 W. Colonial Dr. #104,1980-1989,"28.553428454458874, -81.38580366469438"
Larry O. Meredith (accountant),425 W. Colonial Dr. #302,1980-1989,"28.553428454458874, -81.38580366469438"
Jack R. Leonard (attorney),425 W. Colonial Dr. #303,1980-1989,"28.553428454458874, -81.38580366469438"
Professional Bowling Supplies,75 W. Colonial Dr.,1980-1989,"28.553426571347813, -81.38071238989963"
The Krystal Company,2301 W. Colonial Dr.,1980-1989,"28.55341867571376, -81.41014526106451"
Central Beauty & Barber  Supply,53 W. Colonial Dr.,1980-1989,"28.553414447441213, -81.38033731873468"
Ponderosa Steak House,2363 W. Colonial Dr.,1980-1989,"28.5533664996264, -81.41086683222952"
Citrus Country Alarm Systems,707 W. Colonial Dr.,1980-1989,"28.55335589392857, -81.38924590094747"
Taco Bell,2107 W. Colonial Dr.,1980-1989,"28.55335517571388, -81.40764678989962"
J F Molloy & Assoc Inc.,1221 W. Colonial Dr. Suite 200,1980-1989,"28.553347823104456, -81.39618657277045"
The Sewing Center,2141 W. Colonial Dr.,1980-1989,"28.5533166235487, -81.40766207455948"
Hertz Car Sales,3701 W. Colonial Dr.,1980-1989,"28.55330829963169, -81.42281186106449"
Bob Veazey & Assoc.,513 W. Colonial Dr. #3,1980-1989,"28.553281142502236, -81.38689590027688"
Sonny's Bar-B-Q,513 W. Colonial Dr. #8,1980-1989,"28.553281142502236, -81.38689590027688"
Homes for America,905 W. Colonial Dr.,1980-1989,"28.553275193928627, -81.39190346536496"
Desing-Line,401 W. Colonial Dr. #3,1980-1989,"28.55327079848218, -81.38518998248561"
Avrum N. Abramowitz (insurance),401 W. Colonial Dr. #8,1980-1989,"28.55327079848218, -81.38518998248561"
Robt. D. Stone (consultant),751 W. Colonial Dr.,1980-1989,"28.553262405889416, -81.39077709420005"
Fleet Funding,1801 W. Colonial Dr.,1980-1989,"28.55325437571396, -81.4033042745594"
Mains Grimes & Associates (real estate),1801 W. Colonial Dr.,1980-1989,"28.55325437571396, -81.4033042745594"
Add-A-Man Temporary Services Inc.,617 W. Colonial Dr.,1980-1989,"28.553232654463283, -81.38855198248561"
Pirozzi Chevron Food Mart,3501 W. Colonial Dr.,1980-1989,"28.553222023565844, -81.42035873222949"
Church's Fried Chicken,2525 W. Colonial Dr.,1980-1989,"28.553218951789038, -81.41205816106452"
Wofford Realty,733 W. Colonial Dr. Ste. 100,1980-1989,"28.553214093928617, -81.39007390094747"
Stahl Real Estate,733 W. Colonial Dr. Ste. 101,1980-1989,"28.553214093928617, -81.39007390094747"
National Credit Managers,733 W. Colonial Dr. Ste. 201,1980-1989,"28.553214093928617, -81.39007390094747"
Hartage Homer & Assoc (financial services),1325 W. Colonial Dr.,1980-1989,"28.55320859392853, -81.39838360094751"
Powell Realty,1325 W. Colonial Dr.,1980-1989,"28.55320859392853, -81.39838360094751"
Cramer & Lobb (lawyer),1325 W. Colonial Dr.,1980-1989,"28.55320859392853, -81.39838360094751"
The Fun Machine (amusement machines),3123 W. Colonial Dr.,1980-1989,"28.553208241788788, -81.41737984641405"
Latin American Network Inc. (motion picture film exchanges and distributors),721 W. Colonial Dr.,1980-1989,"28.553206770002557, -81.38975716536503"
Central Life Insurance Co. of Florida,1011 W. Colonial Dr.,1980-1989,"28.553205822409183, -81.39394808248562"
Don's Chevron Service,1001 W. Colonial Dr.,1980-1989,"28.553198942500416, -81.39379118248563"
Bell & Irwin Appraisals,509 W. Colonial Dr.,1980-1989,"28.553197454464062, -81.38657648248562"
Wico Consulting Co.,1301 W. Colonial Dr.,1980-1989,"28.553191417856848, -81.39775036536501"
Winslow's Shell,2001 W. Colonial Dr.,1980-1989,"28.553185846038314, -81.40592105126032"
Rex Development Co.,1501 W. Colonial Dr.,1980-1989,"28.553185454464273, -81.40090396469438"
Sun State Realty,1999 W. Colonial Dr. #100,1980-1989,"28.553177699643427, -81.40539273222954"
The Law Offices of Baron Martin & Treuhaft,1999 W. Colonial Dr. #104,1980-1989,"28.553177699643427, -81.40539273222954"
Voldness Vocational Services,1999 W. Colonial Dr. #105,1980-1989,"28.553177699643427, -81.40539273222954"
Toshiba Medical Systems,1999 W. Colonial Dr. #109,1980-1989,"28.553177699643427, -81.40539273222954"
AJ La Sota Inc. (medical supplies),1999 W. Colonial Dr. #111,1980-1989,"28.553177699643427, -81.40539273222954"
Kuhlman & Co. (advertising),1999 W. Colonial Dr. #202,1980-1989,"28.553177699643427, -81.40539273222954"
Sterling Software,1999 W. Colonial Dr. #204,1980-1989,"28.553177699643427, -81.40539273222954"
Duncan's Travels,1999 W. Colonial Dr. #205,1980-1989,"28.553177699643427, -81.40539273222954"
C K L Real Estate Investors Inc.,1999 W. Colonial Dr. #212,1980-1989,"28.553177699643427, -81.40539273222954"
Kaco Contracting Inc.,1305 W. Colonial Dr.,1980-1989,"28.55316542982487, -81.39780815187014"
Andrea Lane Furnishings,1019 W. Colonial Dr.,1980-1989,"28.553145866431365, -81.39430196469436"
Sun States Finance Co.,1019 W. Colonial Dr.,1980-1989,"28.553145866431365, -81.39430196469436"
Engineering Computer Technologies,525 W. Colonial Dr.,1980-1989,"28.553144210448288, -81.3872418646944"
Silk's Fifth Avenue,1013 W. Colonial Dr.,1980-1989,"28.553143754465243, -81.39401675794696"
Malone Beers Glatt (lawyers),517 W. Colonial Dr.,1980-1989,"28.553137054465417, -81.38704888248564"
Washateria,3225 W. Colonial Dr.,1980-1989,"28.553136074297697, -81.41722718378593"
Care-A-Lot (clothing),3323 W. Colonial Dr.,1980-1989,"28.5530530828198, -81.41769018009533"
Phil's Mower Mart,3325 W. Colonial Dr.,1980-1989,"28.55304345887949, -81.41767079359018"
F S A & D Inc. (advertising),414 W. Colonial Dr.,1980-1989,"28.5529808544689, -81.38479146469439"
Kwik Kopy Printing,800 W. Colonial Dr.,1980-1989,"28.552918866420338, -81.39098302978256"
Charles Antiques,320 W. Colonial Dr.,1980-1989,"28.55286817571409, -81.38404918989961"
Sizzler Steak House,912 W. Colonial Dr.,1980-1989,"28.552856705907672, -81.39233279420003"
Hightower & Doane (lawyers),702 W. Colonial Dr.,1980-1989,"28.55285371788716, -81.3889159297825"
Bentley Engineers & Architects Inc.,750 W. Colonial Dr.,1980-1989,"28.552833153831152, -81.39070478745263"
Norris D. Woolfork III (lawyer),738 W. Colonial Dr.,1980-1989,"28.552824329870592, -81.39048180094748"
Daze & Sojourner (lawyers),730 W. Colonial Dr.,1980-1989,"28.552805917891416, -81.39016616536502"
Douglas P. Matern & Associates (engineers),710 W. Colonial Dr.,1980-1989,"28.552799317891964, -81.38946192978254"
Michael B. Jones (lawyer),710 W. Colonial Dr.,1980-1989,"28.552799317891964, -81.38946192978254"
Edward A. Dion (lawyer),644 W. Colonial Dr.,1980-1989,"28.55279709848218, -81.38862426469439"
Ink Prints,316 W. Colonial Dr.,1980-1989,"28.552787223643712, -81.38397866106457"
Laughin Gargoyle Antiques,322 W. Colonial Dr,1980-1989,"28.55277629967961, -81.38408686106455"
Phares M. Heindl (lawyer),400 W. Colonial Dr.,1980-1989,"28.55277255687561, -81.38440508755683"
Donald Hockman (lawyer),400 W. Colonial Dr.,1980-1989,"28.55277255687561, -81.38440508755683"
Patrick M. Magill (lawyer),400 W. Colonial Dr.,1980-1989,"28.55277255687561, -81.38440508755683"
Jack P. Nichols (lawyer),400 W. Colonial Dr.,1980-1989,"28.55277255687561, -81.38440508755683"
Anthony J. Ortner (lawyer),400 W. Colonial Dr.,1980-1989,"28.55277255687561, -81.38440508755683"
Jackson O. Brownlee (lawyer),400 W. Colonial Dr.,1980-1989,"28.55277255687561, -81.38440508755683"
Sherry L. Daviso (lawyer),400 W. Colonial Dr.,1980-1989,"28.55277255687561, -81.38440508755683"
Douglas H. Glicken (lawyer),400 W. Colonial Dr.,1980-1989,"28.55277255687561, -81.38440508755683"
Florida Title Services Inc.,720 W. Colonial Dr.,1980-1989,"28.552766493928594, -81.38981079420005"
Grover H. Voss & Associates Inc. (real estate),416 W. Colonial Dr.,1980-1989,"28.55270461046799, -81.38483450027685"
Hattaway & Assoc. (accountants),1344 W. Colonial Dr.,1980-1989,"28.55269311046852, -81.3993228646944"
Raidle Realty,1344 W. Colonial Dr.,1980-1989,"28.55269311046852, -81.3993228646944"
Polar Services,1344 W. Colonial Dr.,1980-1989,"28.55269311046852, -81.3993228646944"
Le Cesse Corp. of Florida,1412 W. Colonial Dr.,1980-1989,"28.552692710468552, -81.40011670027687"
Malcolm's Hungry Bear,924 W. Colonial Dr.,1980-1989,"28.55267284248867, -81.39263168248561"
Centaur (organization),1902 W. Colonial Dr.,1980-1989,"28.552663075714303, -81.40476596106458"
The Rich Building,1512 W. Colonial Dr.,1980-1989,"28.55265335447624, -81.40115538248563"
Rich Realty of Orlando Inc.,1512 W. Colonial Dr.,1980-1989,"28.55265335447624, -81.40115538248563"
Robert Rounsaville & Assoc.,1512 W. Colonial Dr.,1980-1989,"28.55265335447624, -81.40115538248563"
B P Oil,1000 W. Colonial Dr.,1980-1989,"28.552645066465, -81.39373368248562"
Creditors Collection Service of Florida Inc.,1350 W. Colonial Dr.,1980-1989,"28.5526420784541, -81.3996556646944"
Martin L. Cordell (lawyer),1600 W. Colonial Dr. #102,1980-1989,"28.55263579848219, -81.4021165180681"
Port-O-Pit Barbeque,1600 W. Colonial Dr. #105,1980-1989,"28.55263579848219, -81.4021165180681"
Joseph M. McNamara (engineer),1600 W. Colonial Dr. #108,1980-1989,"28.55263579848219, -81.4021165180681"
Wm M Douglas (physicians and surgeons),1600 W. Colonial Dr. #109,1980-1989,"28.55263579848219, -81.4021165180681"
Identification Systems Co.,1600 W. Colonial Dr. #110,1980-1989,"28.55263579848219, -81.4021165180681"
Good Gary Insurance,1600 W. Colonial Dr. #112,1980-1989,"28.55263579848219, -81.4021165180681"
J T Golden (lawyer),1600 W. Colonial Dr. #115,1980-1989,"28.55263579848219, -81.4021165180681"
Marvin B. Koontz (engineer),1600 W. Colonial Dr. #119,1980-1989,"28.55263579848219, -81.4021165180681"
Superior Employment,1600 W. Colonial Dr. #205,1980-1989,"28.55263579848219, -81.4021165180681"
Wilfred A. Sanders (accountant),1600 W. Colonial Dr. #212,1980-1989,"28.55263579848219, -81.4021165180681"
Florida Counseling Services,1900 W. Colonial Dr.,1980-1989,"28.552617799693984, -81.40477013222954"
Arterbury Williams Architects,1810 W. Colonial Dr.,1980-1989,"28.552616485036516, -81.40411217889444"
The Braga Engineering Co.,1820 W. Colonial Dr.,1980-1989,"28.55260174765995, -81.40458766106461"
Kangaroo Fill Stop (gasoline station),1916 W. Colonial Dr.,1980-1989,"28.552589499696374, -81.40538200339445"
Welch Realty Inc. Realtor,1310 W. Colonial Dr.,1980-1989,"28.552564729905484, -81.39815236536502"
Cummins-Allison Corp.,1310 W. Colonial Dr. Rm 1,1980-1989,"28.552564729905484, -81.39815236536502"
Labors Local 517,1310 W. Colonial Dr. Rm 8,1980-1989,"28.552564729905484, -81.39815236536502"
Spradley Riley Slaughter Campbell & Assoc.,1310 W. Colonial Dr. Rm 10,1980-1989,"28.552564729905484, -81.39815236536502"
Sheet Metal Worker Local No 15,1310 W. Colonial Dr. Rm 29,1980-1989,"28.552564729905484, -81.39815236536502"
Human Systems Development Association,1310 W. Colonial Dr. Rm 30,1980-1989,"28.552564729905484, -81.39815236536502"
Bob Brauun & Assoc (publisher),1310 W. Colonial Dr. Rm 34,1980-1989,"28.552564729905484, -81.39815236536502"
A H Malcolm Co. (investment securities),1310 W. Colonial Dr. Rm 35,1980-1989,"28.552564729905484, -81.39815236536502"
Reflection Modeling Agency,1310 W. Colonial Dr. Rm 37,1980-1989,"28.552564729905484, -81.39815236536502"
Clear Lake Truck Brokers,3410 W. Colonial Dr.,1980-1989,"28.552555835909168, -81.41848793222951"
Automation Intelligence,1200 W. Colonial Dr.,1980-1989,"28.552488282561974, -81.3966038806403"
Big Ten Tires,3136 W. Colonial Dr.,1980-1989,"28.552472047694867, -81.41490853222952"
Veteran Auto Sales & Leasing Inc.,2000 W. Colonial Dr.,1980-1989,"28.552433023707376, -81.40609080339453"
Ameri-Life & Health Insurance,2128 W. Colonial Dr.,1980-1989,"28.552408023711962, -81.40881546106462"
B P Gulf,2800 W. Colonial Dr.,1980-1989,"28.552401309096336, -81.4143291212243"
Aunt Polly's Pantry,2030 W. Colonial Dr.,1980-1989,"28.55240004771418, -81.40673440339447"
Wilson Bros. Inc. (food brokers),3788 W. Colonial Dr.,1980-1989,"28.552392309621908, -81.42500576902357"
Ron's Truck Painting,3240b W. Colonial Dr.,1980-1989,"28.552376371724232, -81.41612998989962"
Master Host Inns,3600 W. Colonial Dr.,1980-1989,"28.552336647731238, -81.42155543222954"
Colonial Restaurant Equipment Inc.,2126 W. Colonial Dr.,1980-1989,"28.552325399720218, -81.40876304756966"
Southeast Associates (insurance),2130 1/2 W. Colonial Dr.,1980-1989,"28.552279223735088, -81.40894551873473"
Payless Shoe Source,3520 W. Colonial Dr.,1980-1989,"28.552219199729777, -81.42118347455956"
Ranch House Restaurant,3336 W. Colonial Dr.,1980-1989,"28.552167047776994, -81.41769413222947"
Collier Jaguar,2200 W. Colonial Dr.,1980-1989,"28.552141099736748, -81.41010476106459"
WKIS News Talk,3500 W. Colonial Dr.,1980-1989,"28.55209242376859, -81.42042030339452"
Roy's Auto Repair,3420A W. Colonial Dr.,1980-1989,"28.55206694780385, -81.41856376106456"
Carter's Barber Shop,3496 W. Colonial Dr.,1980-1989,"28.552062295869717, -81.4199277322296"
Bobbie's Beauty Salon,3200 W. Colonial Dr.,1980-1989,"28.55201849974788, -81.41527640339449"
Seat Cover Kingdom,3450 W. Colonial Dr.,1980-1989,"28.551913951672862, -81.41876213222952"
Metro Hyundai,3780 W. Colonial Dr.,1980-1989,"28.551737627600385, -81.42468156106453"
Diamond Auto Sales,3490 W. Colonial Dr.,1980-1989,"28.551465099797788, -81.41977473222958"
Colonial Mitsubishi,3776 W. Colonial Dr.,1980-1989,"28.551236748027158, -81.4240995610646"
Dot Apartments,623 W. Concord St.,1980-1989,"28.551186455945224, -81.38809330119723"
Design Services Unlimited,1301 W. Concord St.,1980-1989,"28.55115502393697, -81.39764633222957"
Concord Corners Rooms,401 W. Concord Ave.,1980-1989,"28.551018665243582, -81.38423750523987"
Midtown Cycles,532 Hames Ave.,1980-1989,"28.550808893928934, -81.3963296009475"
Mica-Maid Kitchens,74 W. Concord St.,1980-1989,"28.55066877571543, -81.38047563222963"
Accent Glass Co. Inc.,529 N. Garland Ave.,1980-1989,"28.550635351559098, -81.3815573898997"
Ideal Foods Inc.,530 Hames Ave.,1980-1989,"28.550359893928967, -81.39627532978254"
Armellini Express Line Inc.,1045 W. Amelia St.,1980-1989,"28.54987497571572, -81.39509276106465"
Grantair Inc.,711 W. Amelia St.,1980-1989,"28.549644475719454, -81.3896505341296"
Nolen Truly Pest Control Inc.,1000 W. Amelia St.,1980-1989,"28.549149575719632, -81.39353426296483"
