Art Design Studio,513 W. Colonial Dr. #6-7,1961,"28.553281142502236, -81.38689590027688"
Gifford Arms Hotel Apartments Motor Lodge,600-12 W. Colonial Dr.,1961,"28.55269154248908, -81.38818107144184"
Grace E. Haines (furnished rooms),617 W. Colonial Dr.,1961,"28.553232654463283, -81.38855198248561"
Bart's Cleaning Service,632 W. Columbia,1961,"28.55274335447423, -81.38851958248563"
Hodes & Cumming Construction Co.,644 W. Colonial Dr.,1961,"28.55279709848218, -81.38862426469439"
Sunshine State Land & Development Inc.,644 W. Colonial Dr.,1961,"28.55279709848218, -81.38862426469439"
Carver Theatre,701 W. Colonial,1961,"28.553184590605138, -81.38896416431817"
Melvin A. Fechter (real estate),701 W. Colonial Dr.,1961,"28.553184590605138, -81.38896416431817"
Stanley E. Holcomb (real estate),701 W. Colonial Dr.,1961,"28.553184590605138, -81.38896416431817"
S & B Water Co. Inc.,701 W. Colonial Dr.,1961,"28.553184590605138, -81.38896416431817"
Mrs. Florence G. Knight (dressmaker),711 W. Colonial Dr.,1961,"28.55334589392848, -81.38931162978254"
James R. Conner (realtor),716 W. Colonial Dr.,1961,"28.55285439392861, -81.38956059420005"
Glore Furniture & Carpet,719 W. Colonial Dr.,1961,"28.55319521785654, -81.38959132978253"
Don L. Dudley (real estate),734 W. Colonial Dr.,1961,"28.552803905910107, -81.39030473652993"
Government Employees Finance Co.,800 W. Colonial Dr.,1961,"28.552918866420338, -81.39098302978256"
Randolph&comma; Toy & Johnson Inc.,800 W. Colonial Dr.,1961,"28.552918866420338, -81.39098302978256"
S & H Redemption Center,815 W. Colonial Dr.,1961,"28.553243881967134, -81.39124672978251"
Holiday Realty,910 (924) W. Colonial Dr.,1961,"28.552887518501326, -81.39212205861756"
John T. Henry (realtor),912 W. Colonial Dr.,1961,"28.552856705907672, -81.39233279420003"
Ida Mae Kittinger (real estate),924 W. Colonial Dr.,1961,"28.55267284248867, -81.39263168248561"
Johnny Bremer's Pizza,932 W. Colonial Dr.,1961,"28.55269084248907, -81.39269028248563"
Nunez & Hill (real estate),936 W. Colonial Dr.,1961,"28.552977698482195, -81.39271694690315"
Dixie Auto Top Shop,1011 W. Colonial Dr.,1961,"28.553205822409183, -81.39394808248562"
Sea View Awnings & Shutters of Orlando Inc.,1017 W. Colonial Dr.,1961,"28.553252386521045, -81.39415254690317"
Galloway's Stores Inc.,1025 W. Colonial Dr.,1961,"28.55324627838654, -81.39452162911189"
Hobbs-Thompson Inc. (real estate),1101 W. Colonial Dr.,1961,"28.553048313982245, -81.39465557818926"
Herb's Drive In,1115 W. Colonial Dr.,1961,"28.553258410443217, -81.39497744690314"
Minute Maid Co.,1200 W. Colonial Dr.,1961,"28.552488282561974, -81.3966038806403"
Rexford L. Young Jr. (chiropractor),1308 W. Colonial Dr.,1961,"28.552628517907316, -81.39782019420002"
Silas B. Trumbo (accountant),1314 W. Colonial Dr.,1961,"28.552648305916964, -81.39832496536502"
Roy C. Bower (real estate),1314 W. Colonial Dr.,1961,"28.552648305916964, -81.39832496536502"
